
600, 0.24477, 244806664, 42692166
1000, 1.64234, 1224650781, 256217363
1400, 4.74684, 3520341095, 1700444516
1800, 22.386, 9059253458, 8873232145
2200, 48.3412, 17644124045, 25375241449
2600, 86.2234, 30912266518, 52844144647
3000, 143.751, 50317568625, 97470458573
