1, 0.000981, 2515, -9223372036854775802
10, 0.000943, 2477, -9223372036854775802
1024, 1.44744, 3227823, -9223372036854775802
2048, 8.70819, 24664731, -9223372036854775802
3072, 25.04, 69829955, -9223372036854775802
4096, 53.1218, 139836087, -9223372036854775802
5120, 96.2568, 248308076, -9223372036854775802
6144, 158.556, 396381154, -9223372036854775802
7168, 242.982, 601400884, -9223372036854775802
8192, 348.49, 845645399, -9223372036854775802
