256, 1, 1.41815, 
512, 1, 11.398, 
768, 1, 38.4533, 
1024, 1, 91.4484, 
1280, 1, 181.341, 
1536, 1, 310.294, 
1792, 1, 497.699, 
2048, 1, 742.277, 
